,gene_name,gene_length,patient_1,patient_2,patient_3,patient_4,patient_5,patient_6,patient_7,patient_8,patient_9,patient_10
16168,SLC25A20,1928,485.0,1107.0,1219.0,1455.0,814.0,2039.0,818.0,966.0,554.0,460.0
16169,SLC25A21,1995,0.0,140.29,0.0,2.07,0.0,0.0,1.0,138.03,17.83,0.0
16170,SLC25A22,3742,1409.0,1952.0,2098.0,868.0,1636.0,1777.0,3404.0,2890.0,2116.0,2388.0
16171,SLC25A23,4174,5799.0,2364.0,2301.0,1860.0,1804.0,7545.0,3833.0,18701.0,2368.0,3919.0
16172,SLC25A24,3720,367.0,2453.0,2695.0,1087.0,5557.0,9194.0,3471.0,1671.0,5703.0,2000.0
16173,SLC25A25,3940,440.0,1525.0,1965.0,1561.0,3231.0,3649.0,3216.0,1798.0,1713.0,2023.0
16174,SLC25A26,5696,511.6,1071.67,603.17,822.61,1126.45,1596.89,1804.67,865.4,744.25,934.01
16175,SLC25A27,3862,219.0,958.0,86.0,122.0,371.0,176.0,404.0,160.0,348.0,365.0
16176,SLC25A28,1928,1371.0,1012.0,701.0,2091.0,1233.0,1708.0,1560.0,643.0,1086.0,1138.0
16177,SLC25A29,2736,2353.0,1667.0,680.0,1124.0,657.0,1630.0,1044.0,1177.0,1149.0,1284.0
16178,SLC25A2,1416,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0
16179,SLC25A30,6715,408.0,1259.0,1219.0,1193.0,2840.0,4237.0,4028.0,1860.0,761.0,1654.0
16180,SLC25A31,1811,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16181,SLC25A32,3023,1389.9,3308.64,1749.79,1076.3,2693.24,3002.92,3715.23,2083.15,3217.55,2162.67
16182,SLC25A33,1536,394.0,510.0,406.0,180.0,777.0,934.0,869.0,537.0,1023.0,447.0
16183,SLC25A34,3071,26.0,30.0,75.0,108.0,160.0,80.0,151.0,15.0,28.0,71.0
16184,SLC25A35,3401,263.03,254.07,343.74,339.59,265.7,881.49,567.9,266.94,393.33,326.73
16185,SLC25A36,7679,1721.0,5843.0,2306.0,2640.0,2916.0,5427.0,3327.0,3270.0,4193.0,4297.0
16186,SLC25A37,5218,1508.0,527.0,544.0,1141.0,1778.0,1231.0,1610.0,1251.0,6374.0,589.0
16187,SLC25A38,2124,1255.0,1381.0,758.0,2221.0,391.0,445.0,1854.0,1675.0,1410.0,1419.0
16188,SLC25A39,2151,13849.0,4812.0,8930.0,3116.0,6515.0,12139.0,7752.0,8719.0,3485.0,5228.0
16189,SLC25A3,3502,32584.0,23665.0,31924.0,9188.0,23521.0,32720.0,17602.0,25900.0,15865.0,15013.0
16190,SLC25A40,1512,276.0,990.66,293.0,211.0,550.0,2025.58,626.0,297.0,756.0,280.0
16191,SLC25A41,1647,5.0,5.0,3.0,9.0,0.0,12.0,11.0,1.0,0.0,2.0
16192,SLC25A42,3817,359.0,388.0,246.0,1349.0,394.0,758.0,750.0,339.0,381.0,927.0
16193,SLC25A43,3105,336.0,777.0,959.0,684.0,2269.0,3388.0,2154.0,2895.0,934.0,774.0
16194,SLC25A44,3655,3163.0,2324.0,4460.0,1155.0,2456.0,6325.0,3156.0,3915.0,2482.0,5400.0
16195,SLC25A45,3595,284.0,410.0,540.0,1308.0,288.0,460.0,655.0,874.0,288.0,247.0
16196,SLC25A46,2411,689.0,2257.0,1148.0,883.0,1521.0,5761.0,1410.0,794.0,1021.0,1595.0
16197,SLC25A4,1729,6667.0,1751.0,20330.0,380.0,4372.0,6203.0,4053.0,1582.0,1441.0,3453.0
16198,SLC25A5,1284,17974.0,21735.0,20969.0,6326.0,17283.0,34021.0,20133.0,35331.0,18349.0,15177.0
16199,SLC25A6,1654,46727.0,43405.0,18616.0,26229.0,21710.0,43901.0,29693.0,62753.0,17895.0,25603.0
16200,SLC26A10,2744,11.0,24.0,14.4,21.68,24.86,13.53,59.43,2.23,337.88,1.0
16201,SLC26A11,3005,1081.0,1133.0,1157.0,978.0,1104.0,3011.0,1287.0,1089.0,881.0,1042.0
16202,SLC26A1,4087,43.03,19.03,103.0,44.07,32.0,158.03,110.0,0.0,103.0,85.04
16203,SLC26A2,8071,1427.0,4892.0,779.0,1047.0,1754.0,8285.0,2657.0,811.0,2262.0,2621.0
16204,SLC26A3,2894,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16205,SLC26A4,5480,81.0,401.0,26.0,28.0,28.0,46.0,507.38,6.0,325.0,16.0
16206,SLC26A5,2855,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0
16207,SLC26A6,2977,1640.12,1476.98,939.0,414.0,1856.03,1089.12,653.0,850.09,987.55,1577.66
16208,SLC26A7,5930,0.0,70.0,8.0,1071.0,0.0,92.0,5.0,32.0,38.0,6.0
16209,SLC26A8,4768,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0
16210,SLC26A9,5178,1.0,6.0,2.0,21.0,12.0,1.0,3.0,8.0,3.0,1.0
16211,SLC27A1,7635,4157.0,3125.0,2662.0,810.0,2040.0,4390.0,3388.0,4537.0,2141.0,3895.0
16212,SLC27A2,2742,0.0,58.0,78.0,37.0,8.0,76.0,232.0,0.0,14.0,47.0
16213,SLC27A3,2412,26614.0,830.0,2697.0,1041.0,496.0,373.0,6859.0,492.0,782.0,10865.0
16214,SLC27A4,2947,2600.0,2502.0,4375.0,567.0,4031.0,5310.0,2716.0,4268.0,1874.0,1490.0
16215,SLC27A5,3940,864.33,222.85,121.27,191.02,187.79,340.85,151.43,133.96,110.21,411.26
16216,SLC27A6,2840,0.0,0.0,2.0,7.0,0.0,1.0,1.0,5.0,14.0,0.0
16217,SLC28A1,3759,22.0,5.0,6.0,21.0,0.0,0.0,28.0,0.0,3.0,1.0
16218,SLC28A2,2463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16219,SLC28A3,2576,6.0,3.0,7.0,1.0,3.0,6.0,10.0,20.0,0.0,1.0
16220,SLC29A1,3230,2765.0,5667.0,4782.0,948.0,3609.0,5242.0,12668.0,4561.0,2607.0,9470.0
16221,SLC29A2,2688,458.12,28.0,203.95,289.62,20.96,35.97,215.83,74.98,127.68,876.62
16222,SLC29A3,2271,155.0,728.0,467.0,474.0,184.0,610.0,1205.0,147.0,217.0,697.0
16223,SLC29A4,2889,245.0,31.0,84.0,26.0,65.0,437.0,69.0,266.0,103.0,5.0
16224,SLC2A10,4233,527.0,1260.0,300.0,177.0,1064.0,581.0,4999.0,126.0,2058.0,89.0
16225,SLC2A11,4516,630.0,388.0,326.0,525.0,68.0,227.0,372.0,137.0,272.0,402.0
16226,SLC2A12,5599,31.0,253.0,83.0,102.0,78.0,144.0,198.0,135.0,74.0,78.0
16227,SLC2A13,9344,88.0,944.0,402.0,191.0,1606.0,2961.0,1563.0,656.0,928.0,1051.0
16228,SLC2A14,3296,109.0,81.0,46.0,49.0,286.0,160.0,105.0,60.0,171.0,333.0
16229,SLC2A1,3670,16778.0,7278.0,671.0,1813.0,5066.0,1655.0,3988.0,18089.0,14135.0,10339.0
16230,SLC2A2,3439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16231,SLC2A3,4724,8981.0,4185.0,2352.0,3433.0,15186.0,7069.0,4851.0,2839.0,9067.0,15331.0
16232,SLC2A4RG,2607,3668.0,1462.0,537.0,2141.0,3362.0,2430.0,2054.0,1554.0,3029.0,1548.0
16233,SLC2A4,3468,30.0,141.0,21.0,29.0,4.0,13.0,88.0,86.0,29.0,12.0
16234,SLC2A5,3222,98.0,357.0,335.0,740.0,130.0,482.0,1174.0,479.0,336.0,833.0
16235,SLC2A6,3170,541.0,448.0,2531.0,958.0,906.0,1063.0,1860.0,367.0,196.0,519.0
16236,SLC2A7,1539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16237,SLC2A8,2862,445.0,868.0,594.0,414.0,1036.0,1432.0,1361.0,2513.0,551.0,1080.0
16238,SLC2A9,3993,10.0,298.0,56.0,48.0,8.0,82.0,307.0,1176.0,46.0,85.0
16239,SLC30A10,5011,59.0,2.0,25.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
16240,SLC30A1,2018,139.0,468.0,1163.0,135.0,417.0,1370.0,776.0,232.0,1098.0,840.0
16241,SLC30A2,2473,94.0,65.0,0.0,0.0,152.0,8.0,87.0,259.0,19.0,79.0
16242,SLC30A3,3239,10.0,3.0,20.0,29.0,1.0,191.0,8.0,8.0,2.0,0.0
16243,SLC30A4,4281,15.0,189.0,72.0,101.0,276.0,1142.0,370.0,112.0,180.0,150.0
16244,SLC30A5,4287,1185.0,3244.0,1159.0,1286.0,2676.0,7051.0,3397.0,1188.0,1858.0,2483.0
16245,SLC30A6,2596,279.0,996.0,516.0,246.0,574.0,1667.0,1089.0,522.0,1067.0,899.0
16246,SLC30A7,8216,473.0,2077.0,2181.0,2006.0,2652.0,4716.0,3759.0,1236.0,4137.0,1665.0
16247,SLC30A8,5847,0.0,1.0,0.0,9.0,2.0,1.0,1.0,0.0,1.0,5.0
16248,SLC30A9,3377,2530.0,3952.0,2882.0,1245.0,4722.0,10782.0,3304.0,2701.0,3184.0,3350.0
16249,SLC31A1,5477,3001.0,5401.0,5617.0,492.0,3374.0,6332.0,9148.0,3647.0,2525.0,2820.0
16250,SLC31A2,2309,261.0,1120.0,1280.0,678.0,248.0,1196.0,2546.0,120.0,510.0,814.0
16251,SLC32A1,2574,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
16252,SLC33A1,4589,676.0,1729.0,1302.0,742.0,814.0,2061.0,1605.0,1134.0,1319.0,1085.0
16253,SLC34A1,2582,4.0,0.0,1.0,2.0,4.0,5.0,2.0,0.0,0.0,1.0
16254,SLC34A2,4239,40.0,1.0,1.0,6.0,1.0,0.0,1.0,9.0,0.0,0.0
16255,SLC34A3,3663,4.0,0.0,17.0,6.0,6.0,8.0,0.0,2.0,5.0,1.0
16256,SLC35A1,3109,220.0,1763.0,614.0,1001.23,926.0,2424.0,941.53,987.0,1308.0,320.0
16257,SLC35A2,3559,1222.0,1451.0,1030.0,565.0,2041.0,2392.0,3301.0,1440.0,1819.0,1676.0
16258,SLC35A3,2461,47.0,419.0,769.0,221.0,275.0,1148.0,605.0,142.0,564.0,484.0
16259,SLC35A4,3639,4250.0,6982.0,3116.0,3827.0,8858.0,19694.0,5559.0,6249.0,4090.0,5808.0
16260,SLC35A5,2939,944.0,2602.0,1298.0,1235.0,1495.0,5522.0,2635.0,1728.0,1689.0,1933.0
16261,SLC35B1,1854,3051.0,2451.0,2381.0,964.0,2541.0,4768.0,2279.0,3226.0,2244.0,1570.0
16262,SLC35B2,2039,6992.0,11285.0,4096.0,1435.0,9991.0,20530.0,8821.0,6475.0,6582.0,10414.0
16263,SLC35B3,3626,396.0,2339.0,630.0,818.0,1977.0,2294.0,1932.0,894.0,1306.0,2125.0
16264,SLC35B4,7027,3252.0,5069.0,2113.0,758.0,3844.0,7802.0,3674.0,1320.0,2003.0,2645.0
16265,SLC35C1,3933,807.0,1284.0,1959.0,968.0,1636.0,3095.0,2512.0,2326.0,1681.0,938.0
16266,SLC35C2,2549,2359.0,3290.0,2883.0,2518.0,5472.0,5745.0,4946.0,2984.0,3238.0,2662.0
16267,SLC35D1,7451,477.0,1704.0,1419.0,870.0,1134.0,2960.0,1448.0,962.0,1731.0,520.0
16268,SLC35D2,4295,1111.0,2147.0,2466.0,864.0,2470.0,4442.0,2565.0,1177.0,564.0,2318.0
16269,SLC35D3,2356,1.0,1.0,3.0,0.0,1.0,0.0,4.0,2.0,5.0,0.0
16270,SLC35E1,6395,2423.0,3344.0,2185.0,1815.0,3872.0,5203.0,3375.0,4785.0,3314.0,2522.0
16271,SLC35E3,2345,779.0,526.0,613.0,229.0,638.0,1687.0,881.0,464.0,639.0,569.0
16272,SLC35E4,4024,589.07,187.03,319.04,71.08,126.14,152.05,278.06,82.0,559.54,208.07
16273,SLC35F1,4850,47.0,1318.0,73.0,5.0,1110.0,678.0,382.0,126.0,2424.0,66.0
16274,SLC35F2,5656,33.0,220.0,223.0,883.0,33.0,1208.0,242.0,1688.0,1357.0,103.0
16275,SLC35F3,3195,0.0,1.0,2.0,52.0,5.0,14.0,4.0,1.0,1.0,6.0
16276,SLC35F4,2921,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
16277,SLC35F5,4172,1022.0,1306.0,2482.0,577.0,2267.0,3309.0,3586.0,1028.0,1294.0,1300.0
16278,SLC36A1,6230,316.0,1559.0,848.0,557.0,1403.0,7051.0,1548.0,566.0,866.0,552.0
16279,SLC36A2,4125,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
16280,SLC36A3,4979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16281,SLC36A4,2463,423.0,706.0,622.0,298.0,686.0,837.0,516.0,272.0,931.0,555.0
16282,SLC37A1,4119,341.0,1406.0,639.0,1052.0,250.0,1759.0,1224.0,4839.0,45.0,631.0
16283,SLC37A2,4618,1552.0,1390.0,994.0,557.0,898.0,1426.0,2002.0,614.0,612.0,951.0
16284,SLC37A3,3827,1727.0,3181.0,1851.0,847.0,3310.0,6011.0,3998.0,766.0,1765.0,3114.0
16285,SLC37A4,2870,1130.0,1165.0,1149.0,679.0,1012.0,2892.0,1606.0,2069.0,1056.0,842.0
16286,SLC38A10,5731,9917.0,6029.0,7328.0,4535.0,5056.0,17859.0,11868.0,9627.0,3793.0,8099.0
16287,SLC38A11,1893,2.0,12.0,0.0,72.0,6.0,12.0,0.0,0.0,105.0,0.0
16288,SLC38A1,9684,22.0,3954.0,938.0,10522.0,213.0,2762.0,2757.0,333.0,4178.0,488.0
16289,SLC38A2,5001,1787.0,20820.0,5275.0,7064.0,15863.0,18386.0,9157.0,4380.0,16588.0,6693.0
16290,SLC38A3,2609,6.0,33.0,4.0,7.0,5.0,1.0,7.0,64.0,48.0,1.0
16291,SLC38A4,4063,0.0,4.0,1.0,13.0,7.0,8.0,1.0,15.0,4.0,1.0
16292,SLC38A5,2404,38.0,156.0,391.0,559.0,93.0,183.0,364.0,36.0,182.0,220.0
16293,SLC38A6,2998,482.0,703.0,642.0,238.0,451.0,1112.0,1038.0,404.0,468.0,409.0
16294,SLC38A7,3826,871.0,1373.0,1554.0,226.0,1077.0,1966.0,1015.0,1352.0,1013.0,870.0
16295,SLC38A8,1308,4302.0,0.0,2313.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
16296,SLC38A9,3224,142.0,1365.0,240.0,415.0,305.0,1167.0,412.0,194.0,246.0,210.0
16297,SLC39A10,5524,326.0,2887.0,1170.0,1372.0,1477.0,5016.0,1219.0,3257.0,3733.0,966.0
16298,SLC39A11,3004,1490.0,883.0,892.0,366.0,555.0,6413.0,2575.0,588.0,263.0,507.0
16299,SLC39A12,2808,0.0,0.0,26.0,0.0,13.0,8.0,7.0,0.0,0.0,0.0
16300,SLC39A13,4347,3429.0,1889.0,4592.0,1621.0,5665.0,5887.0,4853.0,3795.0,2217.0,2728.0
16301,SLC39A14,5296,5943.0,1790.0,8114.0,904.0,3981.0,11327.0,20893.0,2201.0,6347.0,3440.0
16302,SLC39A1,3210,9250.0,7458.0,8666.0,3049.0,9834.0,18605.0,11301.0,7825.0,15212.0,14519.0
16303,SLC39A2,1409,0.0,0.0,0.0,3.0,14.0,0.0,1.0,15.0,0.0,2.0
16304,SLC39A3,4027,2049.0,1305.0,890.0,644.0,1185.0,2092.0,1021.0,2603.0,1390.0,1271.0
16305,SLC39A4,4935,2354.0,829.0,245.0,276.0,613.0,479.0,1013.0,1536.0,819.0,1135.0
16306,SLC39A5,2216,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
16307,SLC39A6,3678,9870.0,6016.0,10012.0,1165.0,11850.0,22922.0,7241.0,6691.0,4749.0,8585.0
16308,SLC39A7,2461,6945.0,11734.0,6616.0,2616.0,6991.0,11875.0,16685.0,10801.0,12506.0,23059.0
16309,SLC39A8,6021,736.0,1449.0,1781.0,1097.0,1347.0,2179.0,3512.0,910.0,1140.0,1077.0
16310,SLC39A9,6313,4214.0,5963.0,2643.0,1965.0,4469.0,11825.0,3864.0,4224.0,6375.0,4460.0
16311,SLC3A1,5858,10.0,6.0,2.0,18.16,8.0,18.67,8.0,22.62,18.67,3.0
16312,SLC3A2,2636,29760.0,11241.0,21547.0,3091.0,20258.0,64713.0,16999.0,20895.0,10558.0,15260.0
16313,SLC40A1,3914,462.0,4054.0,3115.0,7557.0,305.0,11379.0,4637.0,799.0,1236.0,190.0
16314,SLC41A1,5244,1615.0,2511.0,1467.0,1920.0,2727.0,6118.0,3168.0,3288.0,3851.0,1125.0
16315,SLC41A2,3543,98.0,119.0,502.0,145.0,34.0,584.0,442.0,13.0,132.0,160.0
16316,SLC41A3,2940,3327.0,2779.0,1602.0,1715.0,2507.0,4558.0,4376.0,4366.0,1782.0,2595.0
16317,SLC43A1,2602,87.0,2075.0,252.0,511.0,595.0,1056.0,469.0,2705.0,741.0,389.0
16318,SLC43A2,4103,105.0,942.0,612.0,1275.0,238.0,1024.0,1648.0,557.0,1699.0,1016.0
16319,SLC43A3,3170,8201.0,9940.0,12341.92,1581.0,16416.38,23492.19,8209.0,5806.0,8684.54,11415.76
16320,SLC44A1,5495,1585.0,6303.0,3682.0,1743.0,1786.0,11488.0,5350.0,3253.0,3286.0,4180.0
16321,SLC44A2,4451,1483.0,8385.0,4531.0,9121.0,3008.0,11113.0,4075.0,9758.0,5160.0,2353.0
16322,SLC44A3,2942,216.0,137.0,420.0,28.0,130.0,565.0,1013.0,87.0,185.0,1714.0
16323,SLC44A4,2741,26.0,20.0,2.0,44.0,3.0,29.0,9.0,130.0,12.0,9.0
16324,SLC44A5,4734,1.0,113.0,3.0,33.0,9.0,16.0,9.0,3.0,15.0,100.0
16325,SLC45A1,2471,15.0,21.0,7.0,73.0,61.0,15.0,71.0,17.0,113.0,9.0
16326,SLC45A2,3156,14708.0,604.0,4304.0,4.0,5109.0,55394.0,11034.0,15947.0,20.0,3386.0
16327,SLC45A3,3682,322.0,154.0,242.0,901.0,250.0,989.0,126.0,320.0,284.0,97.35
16328,SLC45A4,7616,607.0,1656.0,725.0,456.0,479.0,1613.0,1676.0,1109.0,629.0,928.0
16329,SLC46A1,6788,1370.0,1477.76,698.49,510.37,751.84,1294.4,2105.86,709.67,777.48,992.56
16330,SLC46A2,2501,12.0,10.0,15.0,60.0,7.0,23.0,43.0,13.0,8.0,20.0
16331,SLC46A3,9443,418.0,525.0,1604.0,1635.0,33.0,528.0,2355.0,41.0,313.0,188.0
16332,SLC47A1,3458,38.0,714.0,49.0,81.0,241.0,168.0,228.0,49.0,15.0,285.0
16333,SLC47A2,3742,2.0,2.0,0.0,0.0,19.0,12.0,3.0,3.0,0.0,0.0
16334,SLC48A1,3210,1503.0,1510.0,1013.0,832.0,337.0,2992.0,1858.0,1568.0,494.0,5732.0
16335,SLC4A10,6347,3.0,8.0,3.0,15.0,9.0,1.0,6.0,0.0,5.0,3.0
16336,SLC4A11,3601,82.0,20.0,253.0,51.0,180.0,386.0,132.0,319.0,14.0,598.0
16337,SLC4A1AP,2969,1084.33,1886.5,1640.0,1103.0,1650.6,3871.21,2690.0,1845.27,2418.0,1720.07
16338,SLC4A1,5108,0.0,2.0,0.0,26.0,0.0,3.0,0.0,1.0,5.0,0.0
16339,SLC4A2,4795,9343.99,12624.32,8643.45,1931.68,16997.1,27243.33,20654.31,8111.91,11000.28,11572.27
16340,SLC4A3,4325,654.0,253.0,521.0,160.0,692.0,507.0,605.0,98.0,1191.0,560.0
16341,SLC4A4,8389,45.0,188.0,46.0,31.0,41.0,338.0,379.0,282.0,86.0,73.0
16342,SLC4A5,7709,207.0,293.19,153.0,349.59,431.38,813.29,433.36,573.13,306.0,242.34
16343,SLC4A7,8541,378.0,4032.0,922.0,1772.0,3469.0,3736.0,2159.0,914.0,1764.0,1671.0
16344,SLC4A8,16565,13.0,83.0,114.0,282.0,77.0,86.0,94.0,92.0,27.0,252.0
16345,SLC4A9,3435,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
16346,SLC5A10,4207,122.91,4.0,22.28,2.0,71.82,16.08,62.37,291.88,4.82,405.47
16347,SLC5A11,2575,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0
16348,SLC5A12,7203,2.0,26.0,1.0,3.0,2.0,0.0,2.0,0.0,9.0,19.0
16349,SLC5A1,5190,10.0,1.0,11.0,1.0,17.0,1.0,0.0,8.0,2.0,0.0
16350,SLC5A2,2274,1.19,0.0,0.0,9.05,0.0,1.17,0.0,0.0,0.0,0.0
16351,SLC5A3,11575,549.61,7627.77,842.14,942.34,2185.37,3664.47,16430.05,5239.38,11120.29,3324.82
16352,SLC5A4,2018,1083.0,37.0,300.0,9.0,3.0,1.0,5.0,10.0,840.0,2.0
16353,SLC5A5,3575,5.0,2.0,1.0,34.0,0.0,8.0,3.0,0.0,7.0,1.0
16354,SLC5A6,3312,1913.33,4253.5,2328.5,1200.54,2948.9,3827.46,5236.03,4469.14,3447.9,1475.63
16355,SLC5A7,5141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
16356,SLC5A8,3285,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
16357,SLC5A9,4132,82.0,70.0,8.0,58.0,11.0,14.0,10.0,734.0,152.0,3282.0
16358,SLC6A10P,3903,218.0,26.0,25.0,1.0,61.0,42.0,61.0,66.0,31.0,1891.0
16359,SLC6A11,4095,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0
16360,SLC6A12,3941,1004.0,146.0,322.0,17.0,44.0,41.0,1030.0,1.0,37.0,159.0
16361,SLC6A13,3129,7.0,0.0,1.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0
16362,SLC6A14,4535,0.0,0.0,1.0,0.0,12.0,0.0,0.0,7.0,0.0,0.0
16363,SLC6A15,7835,3577.0,5792.0,2355.0,3.0,7234.0,6315.0,8792.0,2635.0,1127.0,3418.0
16364,SLC6A16,3143,16.0,50.0,38.0,234.0,92.0,21.0,62.0,82.0,12.0,142.0
16365,SLC6A17,6573,6922.0,5228.0,8906.0,4.0,2676.0,10229.0,11506.0,200.0,29.0,5504.0
16366,SLC6A18,2120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16367,SLC6A19,5170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16368,SLC6A1,4493,7.0,56.0,21.0,10.0,13.0,14.0,14.0,9.0,14.0,0.0
16369,SLC6A20,6312,3.0,1.0,7.0,5.0,1.0,0.0,2.0,59.0,0.0,1.0
16370,SLC6A2,3795,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
16371,SLC6A3,3924,2.0,1.0,3.0,10.0,0.0,0.0,18.0,3.0,0.0,2.0
16372,SLC6A4,4531,16.0,4.0,6.0,8.0,1.0,5.0,3.0,8.0,4.0,0.0
16373,SLC6A5,2861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16374,SLC6A6,7481,611.0,3562.0,735.0,2000.0,10300.0,2031.0,2516.0,4639.0,4525.0,1892.0
16375,SLC6A7,3738,1.0,2.0,0.0,9.0,1.0,7.0,12.0,0.0,1.0,2.0
16376,SLC6A8,4603,33467.0,5842.0,9288.0,207.0,10501.0,12234.0,17105.0,18770.0,5432.0,6843.0
16377,SLC6A9,4390,49.35,209.09,50.2,78.1,635.67,33.0,219.05,590.15,1594.63,223.13
16378,SLC7A10,3111,0.0,57.23,3.0,46.26,0.0,1.02,0.0,5.0,4.0,0.0
16379,SLC7A11,9648,38.0,202.0,1419.0,85.0,129.0,7730.99,234.0,133.0,3085.0,272.0
16380,SLC7A13,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16381,SLC7A14,10133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,106.0,0.0
16382,SLC7A1,7342,5347.0,12761.0,4179.0,1553.0,8165.0,34634.0,14033.0,9427.0,9063.0,5265.0
16383,SLC7A2,7847,324.0,470.0,286.0,410.0,283.0,379.0,685.0,1448.0,1023.0,32.0
16384,SLC7A3,2246,1.0,13.0,0.0,5.0,0.0,2.0,1.0,28.0,0.0,0.0
16385,SLC7A4,2315,11168.0,340.0,14.0,15.0,8.0,39.0,196.0,894.0,2.0,341.0
16386,SLC7A5P1,615,0.0,0.0,0.0,0.0,19.98,14.39,0.0,6.59,17.87,82.27
16387,SLC7A5P2,2534,11.35,0.0,9.87,11.31,17.88,27.1,13.17,9.87,10.86,16.58
16388,SLC7A5,4542,72145.0,9928.0,65861.0,1167.0,32313.0,122964.0,42858.0,55962.0,8609.0,28164.0
16389,SLC7A6OS,1607,759.95,562.84,609.89,640.01,858.99,1394.85,1267.13,730.96,703.02,874.32
16390,SLC7A6,6461,2345.05,3200.16,2260.11,5532.99,5528.01,5626.15,4667.87,2179.04,3328.98,2663.68
16391,SLC7A7,2681,133.0,2022.0,1379.0,2097.0,185.0,1224.0,4422.0,657.0,490.0,1578.0
16392,SLC7A8,5115,4980.0,4142.0,4869.0,1167.0,16014.0,23077.0,6516.0,6245.0,635.0,2085.0
16393,SLC7A9,2413,2.0,6.0,1.0,6.0,1.0,2.0,5.0,2.0,1.0,4.0
16394,SLC8A1,6832,86.0,1048.0,417.0,601.0,29.0,623.0,1286.0,48.0,338.0,539.0
16395,SLC8A2,5189,13.0,2.0,9.0,1.0,5.0,3.0,36.0,128.0,13.0,39.0
16396,SLC8A3,8059,0.0,98.0,0.0,47.0,0.0,9.0,0.0,0.0,0.0,0.0
16397,SLC9A10,4124,1.0,4.0,0.0,4.0,1.0,4.0,5.0,1.0,1.0,1.0
16398,SLC9A11,4654,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0
16399,SLC9A1,5715,3843.0,2841.0,2937.0,1804.0,4428.0,6878.0,5732.0,5300.0,4060.0,3947.0
16400,SLC9A2,5440,0.0,0.0,1.0,8.0,0.0,1.0,0.0,7.0,0.0,0.0
16401,SLC9A3R1,2012,2155.0,1894.0,1528.0,3528.0,647.0,2308.0,3567.0,817.0,867.0,2341.0
16402,SLC9A3R2,2329,773.0,1859.0,631.0,1067.0,324.0,1013.0,818.0,1016.0,3863.0,1148.0
16403,SLC9A3,2777,27.0,32.0,9.0,3.0,5141.83,7.0,145.0,312.0,6.0,27.0
16404,SLC9A4,4137,0.0,0.0,0.0,0.0,2.0,36.0,1.0,4.0,0.0,0.0
16405,SLC9A5,4015,127.0,10.0,28.0,79.0,145.0,108.0,37.0,2.0,437.0,57.0
16406,SLC9A6,4725,1315.0,1868.0,1388.0,1038.0,1622.0,3926.0,1644.0,1539.0,1435.0,1083.0
16407,SLC9A7,2212,32.0,44.0,49.0,103.0,1.0,69.0,321.0,5.0,585.0,59.0
16408,SLC9A8,6506,1642.0,1371.0,1719.0,1360.0,3063.0,3984.0,4279.0,881.0,1869.0,1177.0
16409,SLC9A9,3599,48.0,360.0,294.0,1556.0,49.0,1132.0,824.0,132.0,139.0,244.0
16410,SLCO1A2,8864,5.0,2.0,1.0,106.0,11.0,27.0,2.0,0.0,1.0,8.0
16411,SLCO1B1,2785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0
16412,SLCO1B3,3638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
